Y_L(cm),	E(MeV),	YTheta_L(deg),	 A,	 dA,	 peL,	 dpeL,	 peR,	 dpeR
8.00,	50.00,	-30.00,	-0.8608,	0.0012,	0.82,	0.01,	9.34,	0.02
8.00,	50.00,	-25.00,	-0.8832,	0.0011,	0.79,	0.01,	11.01,	0.03
8.00,	50.00,	-20.00,	-0.8988,	0.0010,	0.78,	0.01,	12.46,	0.02
8.00,	50.00,	-15.00,	-0.8846,	0.0011,	0.95,	0.01,	13.17,	0.02
8.00,	50.00,	-10.00,	-0.7739,	0.0015,	1.85,	0.02,	12.61,	0.02
8.00,	50.00,	-7.50,	-0.6190,	0.0019,	3.24,	0.02,	12.08,	0.02
8.00,	50.00,	-5.00,	-0.3672,	0.0020,	5.90,	0.02,	11.61,	0.02
8.00,	50.00,	-2.50,	-0.1245,	0.0018,	8.94,	0.03,	11.03,	0.02
8.00,	50.00,	0.00,	0.0494,	0.0018,	10.99,	0.02,	9.93,	0.02
8.00,	50.00,	2.50,	0.2203,	0.0018,	12.15,	0.02,	8.02,	0.02
8.00,	50.00,	5.00,	0.4501,	0.0019,	12.82,	0.02,	5.26,	0.02
8.00,	50.00,	7.50,	0.6805,	0.0017,	13.42,	0.02,	2.84,	0.02
8.00,	50.00,	10.00,	0.8083,	0.0013,	13.89,	0.02,	1.67,	0.02
8.00,	50.00,	15.00,	0.8993,	0.0010,	14.49,	0.03,	0.88,	0.01
8.00,	50.00,	20.00,	0.9111,	0.0009,	13.67,	0.03,	0.73,	0.01
8.00,	50.00,	25.00,	0.8941,	0.0009,	12.06,	0.03,	0.77,	0.01
8.00,	50.00,	30.00,	0.8726,	0.0011,	10.18,	0.03,	0.79,	0.01
8.00,	50.00,	35.00,	0.8742,	0.0011,	10.28,	0.03,	0.78,	0.01
8.00,	50.00,	40.00,	0.8653,	0.0010,	11.16,	0.03,	0.89,	0.01
8.00,	50.00,	60.00,	0.8940,	0.0007,	27.87,	0.10,	1.57,	0.01
8.00,	50.00,	80.00,	0.9037,	0.0004,	123.42,	0.31,	6.37,	0.03
8.00,	100.00,	-80.00,	-0.9048,	0.0003,	8.69,	0.04,	164.66,	0.49
8.00,	100.00,	-60.00,	-0.8950,	0.0007,	1.29,	0.01,	22.37,	0.06
8.00,	100.00,	-40.00,	-0.8565,	0.0011,	0.86,	0.01,	9.97,	0.03
8.00,	100.00,	-35.00,	-0.8602,	0.0012,	0.78,	0.01,	8.97,	0.02
8.00,	100.00,	-30.00,	-0.8544,	0.0012,	0.82,	0.01,	9.11,	0.02
8.00,	100.00,	-25.00,	-0.8856,	0.0010,	0.77,	0.01,	10.94,	0.02
8.00,	100.00,	-20.00,	-0.9085,	0.0009,	0.71,	0.01,	12.56,	0.02
8.00,	100.00,	-15.00,	-0.9084,	0.0009,	0.77,	0.01,	13.56,	0.02
8.00,	100.00,	-10.00,	-0.8424,	0.0012,	1.25,	0.01,	12.74,	0.02
8.00,	100.00,	-7.50,	-0.7195,	0.0015,	2.20,	0.02,	12.02,	0.02
8.00,	100.00,	-5.00,	-0.3796,	0.0018,	5.67,	0.02,	11.75,	0.02
8.00,	100.00,	-2.50,	-0.0883,	0.0015,	9.77,	0.02,	11.49,	0.02
8.00,	100.00,	0.00,	0.0461,	0.0014,	11.66,	0.02,	10.63,	0.02
8.00,	100.00,	2.50,	0.1838,	0.0015,	12.45,	0.02,	8.71,	0.02
8.00,	100.00,	5.00,	0.4649,	0.0017,	12.93,	0.02,	5.01,	0.02
8.00,	100.00,	7.50,	0.7671,	0.0013,	13.58,	0.02,	1.97,	0.01
8.00,	100.00,	10.00,	0.8690,	0.0010,	14.12,	0.03,	1.11,	0.01
8.00,	100.00,	15.00,	0.9204,	0.0008,	14.88,	0.03,	0.71,	0.01
8.00,	100.00,	20.00,	0.9172,	0.0008,	13.75,	0.03,	0.68,	0.01
8.00,	100.00,	25.00,	0.8987,	0.0009,	12.01,	0.03,	0.72,	0.01
8.00,	100.00,	30.00,	0.8711,	0.0011,	10.01,	0.02,	0.78,	0.01
8.00,	100.00,	35.00,	0.8744,	0.0011,	9.89,	0.03,	0.75,	0.01
8.00,	100.00,	40.00,	0.8704,	0.0010,	10.99,	0.03,	0.83,	0.01
8.00,	100.00,	60.00,	0.8911,	0.0006,	24.22,	0.07,	1.43,	0.01
8.00,	100.00,	80.00,	0.9090,	0.0003,	184.92,	0.56,	9.32,	0.04
10.00,	5.00,	-80.00,	-0.6800,	0.0031,	1.09,	0.01,	5.82,	0.02
10.00,	5.00,	-60.00,	-0.6488,	0.0024,	1.56,	0.01,	7.26,	0.02
10.00,	5.00,	-40.00,	-0.5100,	0.0028,	2.22,	0.01,	6.69,	0.02
10.00,	5.00,	-35.00,	-0.4702,	0.0028,	2.45,	0.01,	6.60,	0.02
10.00,	5.00,	-30.00,	-0.4323,	0.0029,	2.67,	0.02,	6.50,	0.02
10.00,	5.00,	-25.00,	-0.3816,	0.0030,	3.00,	0.02,	6.41,	0.02
10.00,	5.00,	-20.00,	-0.3276,	0.0031,	3.33,	0.02,	6.25,	0.02
10.00,	5.00,	-15.00,	-0.2565,	0.0031,	3.78,	0.02,	6.08,	0.02
10.00,	5.00,	-10.00,	-0.1672,	0.0032,	4.31,	0.02,	5.77,	0.02
10.00,	5.00,	-7.50,	-0.1180,	0.0032,	4.61,	0.02,	5.60,	0.02
10.00,	5.00,	-5.00,	-0.0687,	0.0032,	4.87,	0.02,	5.39,	0.02
10.00,	5.00,	-2.50,	-0.0098,	0.0033,	5.19,	0.02,	5.11,	0.02
10.00,	5.00,	0.00,	0.0529,	0.0032,	5.54,	0.02,	4.84,	0.02
10.00,	5.00,	2.50,	0.1020,	0.0032,	5.80,	0.02,	4.62,	0.02
10.00,	5.00,	5.00,	0.1626,	0.0032,	6.09,	0.02,	4.31,	0.02
10.00,	5.00,	7.50,	0.2112,	0.0031,	6.35,	0.02,	4.08,	0.02
10.00,	5.00,	10.00,	0.2550,	0.0031,	6.52,	0.02,	3.83,	0.02
10.00,	5.00,	15.00,	0.3448,	0.0030,	6.89,	0.02,	3.35,	0.02
10.00,	5.00,	20.00,	0.4056,	0.0029,	7.09,	0.02,	2.98,	0.02
10.00,	5.00,	25.00,	0.4603,	0.0028,	7.23,	0.02,	2.66,	0.02
10.00,	5.00,	30.00,	0.4998,	0.0027,	7.32,	0.02,	2.42,	0.01
10.00,	5.00,	35.00,	0.5456,	0.0026,	7.47,	0.02,	2.16,	0.01
10.00,	5.00,	40.00,	0.5729,	0.0026,	7.59,	0.02,	2.00,	0.01
10.00,	5.00,	60.00,	0.6949,	0.0022,	8.23,	0.02,	1.42,	0.01
10.00,	5.00,	80.00,	0.7180,	0.0028,	6.53,	0.03,	1.01,	0.01
10.00,	10.00,	-80.00,	-0.7781,	0.0018,	1.99,	0.01,	16.87,	0.05
10.00,	10.00,	-60.00,	-0.7366,	0.0016,	2.59,	0.02,	17.77,	0.04
10.00,	10.00,	-40.00,	-0.6648,	0.0020,	2.75,	0.02,	13.56,	0.04
10.00,	10.00,	-35.00,	-0.6468,	0.0021,	2.83,	0.02,	12.88,	0.03
10.00,	10.00,	-30.00,	-0.6162,	0.0022,	3.06,	0.02,	12.31,	0.03
10.00,	10.00,	-25.00,	-0.5803,	0.0024,	3.36,	0.02,	11.97,	0.03
10.00,	10.00,	-20.00,	-0.5168,	0.0026,	3.96,	0.02,	11.56,	0.03
10.00,	10.00,	-15.00,	-0.4382,	0.0027,	4.64,	0.03,	11.09,	0.03
10.00,	10.00,	-10.00,	-0.3053,	0.0029,	5.88,	0.03,	10.33,	0.03
10.00,	10.00,	-7.50,	-0.2252,	0.0030,	6.62,	0.03,	9.84,	0.03
10.00,	10.00,	-5.00,	-0.1442,	0.0030,	7.35,	0.03,	9.34,	0.03
10.00,	10.00,	-2.50,	-0.0518,	0.0030,	8.19,	0.03,	8.76,	0.03
10.00,	10.00,	0.00,	0.0548,	0.0030,	9.14,	0.03,	7.97,	0.03
10.00,	10.00,	2.50,	0.1431,	0.0030,	9.81,	0.03,	7.26,	0.03
10.00,	10.00,	5.00,	0.2359,	0.0029,	10.56,	0.03,	6.51,	0.03
10.00,	10.00,	7.50,	0.3176,	0.0029,	11.18,	0.03,	5.81,	0.03
10.00,	10.00,	10.00,	0.3946,	0.0028,	11.68,	0.03,	5.14,	0.03
10.00,	10.00,	15.00,	0.5104,	0.0025,	12.55,	0.03,	4.13,	0.02
10.00,	10.00,	20.00,	0.5833,	0.0023,	13.11,	0.03,	3.51,	0.02
10.00,	10.00,	25.00,	0.6362,	0.0021,	13.51,	0.03,	3.06,	0.02
10.00,	10.00,	30.00,	0.6714,	0.0020,	13.90,	0.04,	2.74,	0.02
10.00,	10.00,	35.00,	0.6977,	0.0019,	14.60,	0.04,	2.58,	0.02
10.00,	10.00,	40.00,	0.7116,	0.0018,	15.26,	0.04,	2.50,	0.02
10.00,	10.00,	60.00,	0.7720,	0.0014,	20.02,	0.05,	2.41,	0.01
10.00,	10.00,	80.00,	0.8090,	0.0015,	19.29,	0.06,	1.89,	0.01
10.00,	50.00,	-80.00,	-0.8968,	0.0005,	5.96,	0.03,	107.96,	0.27
10.00,	50.00,	-60.00,	-0.8909,	0.0007,	1.48,	0.01,	25.22,	0.10
10.00,	50.00,	-40.00,	-0.8495,	0.0012,	0.91,	0.01,	9.82,	0.03
10.00,	50.00,	-35.00,	-0.8549,	0.0012,	0.82,	0.01,	9.10,	0.02
10.00,	50.00,	-30.00,	-0.8568,	0.0012,	0.83,	0.01,	9.20,	0.02
10.00,	50.00,	-25.00,	-0.8783,	0.0011,	0.80,	0.01,	10.86,	0.02
10.00,	50.00,	-20.00,	-0.8960,	0.0010,	0.81,	0.01,	12.36,	0.02
10.00,	50.00,	-15.00,	-0.8811,	0.0011,	0.98,	0.01,	13.02,	0.02
10.00,	50.00,	-10.00,	-0.7650,	0.0016,	1.92,	0.02,	12.44,	0.02
10.00,	50.00,	-7.50,	-0.6120,	0.0019,	3.29,	0.02,	11.94,	0.02
10.00,	50.00,	-5.00,	-0.3584,	0.0020,	5.98,	0.02,	11.52,	0.02
10.00,	50.00,	-2.50,	-0.1159,	0.0019,	9.07,	0.03,	10.96,	0.02
10.00,	50.00,	0.00,	0.0570,	0.0017,	11.10,	0.02,	9.85,	0.02
10.00,	50.00,	2.50,	0.2299,	0.0018,	12.26,	0.02,	7.94,	0.02
10.00,	50.00,	5.00,	0.4596,	0.0019,	12.99,	0.02,	5.20,	0.02
10.00,	50.00,	7.50,	0.6831,	0.0017,	13.62,	0.03,	2.86,	0.02
10.00,	50.00,	10.00,	0.8106,	0.0013,	14.11,	0.03,	1.67,	0.01
10.00,	50.00,	15.00,	0.9026,	0.0009,	14.69,	0.03,	0.85,	0.01
10.00,	50.00,	20.00,	0.9107,	0.0009,	13.85,	0.03,	0.75,	0.01
10.00,	50.00,	25.00,	0.8955,	0.0009,	12.24,	0.03,	0.77,	0.01
10.00,	50.00,	30.00,	0.8748,	0.0011,	10.33,	0.03,	0.79,	0.01
10.00,	50.00,	35.00,	0.8772,	0.0010,	10.39,	0.03,	0.77,	0.01
10.00,	50.00,	40.00,	0.8686,	0.0010,	11.29,	0.03,	0.89,	0.01
10.00,	50.00,	60.00,	0.8947,	0.0007,	28.30,	0.11,	1.57,	0.01
10.00,	50.00,	80.00,	0.9046,	0.0004,	125.55,	0.31,	6.43,	0.03
10.00,	100.00,	-80.00,	-0.9037,	0.0003,	8.61,	0.04,	161.60,	0.48
10.00,	100.00,	-60.00,	-0.8940,	0.0007,	1.30,	0.01,	22.25,	0.06
10.00,	100.00,	-40.00,	-0.8541,	0.0011,	0.87,	0.01,	9.81,	0.03
10.00,	100.00,	-35.00,	-0.8571,	0.0012,	0.78,	0.01,	8.85,	0.02
10.00,	100.00,	-30.00,	-0.8557,	0.0012,	0.82,	0.01,	9.04,	0.02
10.00,	100.00,	-25.00,	-0.8855,	0.0010,	0.75,	0.01,	10.79,	0.02
10.00,	100.00,	-20.00,	-0.9057,	0.0009,	0.73,	0.01,	12.50,	0.02
10.00,	100.00,	-15.00,	-0.9060,	0.0009,	0.79,	0.01,	13.34,	0.02
10.00,	100.00,	-10.00,	-0.8396,	0.0012,	1.26,	0.01,	12.58,	0.02
10.00,	100.00,	-7.50,	-0.7138,	0.0015,	2.23,	0.01,	11.87,	0.02
10.00,	100.00,	-5.00,	-0.3717,	0.0018,	5.75,	0.02,	11.67,	0.02
10.00,	100.00,	-2.50,	-0.0805,	0.0015,	9.88,	0.02,	11.41,	0.02
10.00,	100.00,	0.00,	0.0592,	0.0014,	11.78,	0.02,	10.45,	0.02
10.00,	100.00,	2.50,	0.1983,	0.0015,	12.64,	0.02,	8.57,	0.02
10.00,	100.00,	5.00,	0.4770,	0.0016,	13.14,	0.02,	4.91,	0.02
10.00,	100.00,	7.50,	0.7734,	0.0013,	13.79,	0.02,	1.94,	0.01
10.00,	100.00,	10.00,	0.8724,	0.0010,	14.36,	0.03,	1.10,	0.01
10.00,	100.00,	15.00,	0.9219,	0.0008,	15.05,	0.03,	0.71,	0.01
10.00,	100.00,	20.00,	0.9173,	0.0008,	13.92,	0.03,	0.68,	0.01
10.00,	100.00,	25.00,	0.8986,	0.0009,	12.17,	0.03,	0.74,	0.01
10.00,	100.00,	30.00,	0.8756,	0.0011,	10.13,	0.02,	0.76,	0.01
10.00,	100.00,	35.00,	0.8805,	0.0010,	10.08,	0.03,	0.73,	0.01
10.00,	100.00,	40.00,	0.8740,	0.0010,	11.19,	0.03,	0.82,	0.01
10.00,	100.00,	60.00,	0.8916,	0.0006,	24.42,	0.07,	1.42,	0.01
10.00,	100.00,	80.00,	0.9094,	0.0003,	185.88,	0.56,	9.27,	0.04
20.00,	5.00,	-80.00,	-0.6540,	0.0032,	1.16,	0.01,	5.45,	0.02
20.00,	5.00,	-60.00,	-0.6217,	0.0025,	1.65,	0.01,	6.84,	0.02
20.00,	5.00,	-40.00,	-0.4787,	0.0029,	2.34,	0.01,	6.32,	0.02
20.00,	5.00,	-35.00,	-0.4379,	0.0030,	2.57,	0.02,	6.23,	0.02
20.00,	5.00,	-30.00,	-0.4017,	0.0030,	2.83,	0.02,	6.19,	0.02
20.00,	5.00,	-25.00,	-0.3520,	0.0031,	3.13,	0.02,	6.06,	0.02
20.00,	5.00,	-20.00,	-0.2878,	0.0031,	3.55,	0.02,	5.95,	0.02
20.00,	5.00,	-15.00,	-0.2151,	0.0032,	4.02,	0.02,	5.78,	0.02
20.00,	5.00,	-10.00,	-0.1228,	0.0033,	4.60,	0.02,	5.47,	0.02
20.00,	5.00,	-7.50,	-0.0786,	0.0032,	4.88,	0.02,	5.32,	0.02
20.00,	5.00,	-5.00,	-0.0193,	0.0033,	5.24,	0.02,	5.11,	0.02
20.00,	5.00,	-2.50,	0.0359,	0.0032,	5.56,	0.02,	4.88,	0.02
20.00,	5.00,	0.00,	0.0913,	0.0032,	5.86,	0.02,	4.62,	0.02
20.00,	5.00,	2.50,	0.1501,	0.0032,	6.21,	0.02,	4.37,	0.02
20.00,	5.00,	5.00,	0.2014,	0.0031,	6.48,	0.02,	4.14,	0.02
20.00,	5.00,	7.50,	0.2517,	0.0031,	6.73,	0.02,	3.86,	0.02
20.00,	5.00,	10.00,	0.2968,	0.0030,	6.97,	0.02,	3.67,	0.02
20.00,	5.00,	15.00,	0.3759,	0.0029,	7.29,	0.02,	3.22,	0.02
20.00,	5.00,	20.00,	0.4472,	0.0028,	7.54,	0.02,	2.81,	0.02
20.00,	5.00,	25.00,	0.4970,	0.0027,	7.68,	0.02,	2.52,	0.01
20.00,	5.00,	30.00,	0.5383,	0.0026,	7.84,	0.02,	2.28,	0.01
20.00,	5.00,	35.00,	0.5697,	0.0025,	7.91,	0.02,	2.09,	0.01
20.00,	5.00,	40.00,	0.5964,	0.0025,	8.02,	0.02,	1.93,	0.01
20.00,	5.00,	60.00,	0.7130,	0.0021,	8.72,	0.02,	1.39,	0.01
20.00,	5.00,	80.00,	0.7339,	0.0027,	6.97,	0.03,	0.99,	0.01
20.00,	10.00,	-80.00,	-0.7643,	0.0018,	2.06,	0.02,	16.05,	0.05
20.00,	10.00,	-60.00,	-0.7166,	0.0017,	2.68,	0.02,	16.74,	0.04
20.00,	10.00,	-40.00,	-0.6414,	0.0021,	2.87,	0.02,	12.78,	0.03
20.00,	10.00,	-35.00,	-0.6167,	0.0022,	3.02,	0.02,	12.13,	0.03
20.00,	10.00,	-30.00,	-0.5878,	0.0024,	3.24,	0.02,	11.62,	0.03
20.00,	10.00,	-25.00,	-0.5485,	0.0025,	3.59,	0.02,	11.34,	0.03
20.00,	10.00,	-20.00,	-0.4915,	0.0026,	4.10,	0.02,	11.02,	0.03
20.00,	10.00,	-15.00,	-0.3962,	0.0028,	4.98,	0.03,	10.45,	0.03
20.00,	10.00,	-10.00,	-0.2644,	0.0030,	6.24,	0.03,	9.78,	0.03
20.00,	10.00,	-7.50,	-0.1834,	0.0030,	7.01,	0.03,	9.29,	0.03
20.00,	10.00,	-5.00,	-0.0926,	0.0031,	7.90,	0.03,	8.82,	0.03
20.00,	10.00,	-2.50,	0.0002,	0.0030,	8.80,	0.03,	8.25,	0.03
20.00,	10.00,	0.00,	0.0949,	0.0030,	9.68,	0.03,	7.59,	0.03
20.00,	10.00,	2.50,	0.1810,	0.0030,	10.45,	0.03,	6.94,	0.03
20.00,	10.00,	5.00,	0.2771,	0.0029,	11.27,	0.03,	6.23,	0.03
20.00,	10.00,	7.50,	0.3613,	0.0028,	11.91,	0.03,	5.48,	0.03
20.00,	10.00,	10.00,	0.4332,	0.0027,	12.46,	0.03,	4.87,	0.02
20.00,	10.00,	15.00,	0.5418,	0.0024,	13.36,	0.03,	3.96,	0.02
20.00,	10.00,	20.00,	0.6154,	0.0022,	13.98,	0.04,	3.31,	0.02
20.00,	10.00,	25.00,	0.6605,	0.0020,	14.36,	0.04,	2.92,	0.02
20.00,	10.00,	30.00,	0.6926,	0.0019,	14.80,	0.04,	2.66,	0.02
20.00,	10.00,	35.00,	0.7137,	0.0018,	15.44,	0.04,	2.51,	0.02
20.00,	10.00,	40.00,	0.7326,	0.0017,	16.23,	0.04,	2.41,	0.02
20.00,	10.00,	60.00,	0.7853,	0.0013,	21.24,	0.05,	2.37,	0.01
20.00,	10.00,	80.00,	0.8174,	0.0015,	20.51,	0.06,	1.88,	0.01
20.00,	50.00,	-80.00,	-0.8906,	0.0005,	6.03,	0.03,	101.67,	0.25
20.00,	50.00,	-60.00,	-0.8891,	0.0008,	1.48,	0.02,	23.99,	0.09
20.00,	50.00,	-40.00,	-0.8463,	0.0012,	0.90,	0.01,	9.22,	0.03
20.00,	50.00,	-35.00,	-0.8493,	0.0013,	0.82,	0.01,	8.50,	0.02
20.00,	50.00,	-30.00,	-0.8513,	0.0013,	0.83,	0.01,	8.68,	0.02
20.00,	50.00,	-25.00,	-0.8741,	0.0011,	0.81,	0.01,	10.21,	0.02
20.00,	50.00,	-20.00,	-0.8895,	0.0011,	0.82,	0.01,	11.72,	0.02
20.00,	50.00,	-15.00,	-0.8673,	0.0012,	1.05,	0.01,	12.27,	0.02
20.00,	50.00,	-10.00,	-0.7403,	0.0016,	2.05,	0.02,	11.72,	0.02
20.00,	50.00,	-7.50,	-0.5777,	0.0020,	3.53,	0.02,	11.38,	0.02
20.00,	50.00,	-5.00,	-0.3043,	0.0021,	6.51,	0.03,	10.98,	0.02
20.00,	50.00,	-2.50,	-0.0560,	0.0019,	9.74,	0.03,	10.41,	0.02
20.00,	50.00,	0.00,	0.1215,	0.0017,	11.96,	0.03,	9.29,	0.02
20.00,	50.00,	2.50,	0.2872,	0.0017,	13.25,	0.03,	7.52,	0.02
20.00,	50.00,	5.00,	0.5096,	0.0018,	14.03,	0.03,	4.87,	0.02
20.00,	50.00,	7.50,	0.7144,	0.0015,	14.63,	0.03,	2.68,	0.02
20.00,	50.00,	10.00,	0.8274,	0.0012,	15.03,	0.03,	1.59,	0.01
20.00,	50.00,	15.00,	0.9084,	0.0009,	15.65,	0.03,	0.86,	0.01
20.00,	50.00,	20.00,	0.9154,	0.0008,	14.70,	0.03,	0.73,	0.01
20.00,	50.00,	25.00,	0.9044,	0.0009,	13.02,	0.03,	0.73,	0.01
20.00,	50.00,	30.00,	0.8883,	0.0010,	11.14,	0.03,	0.76,	0.01
20.00,	50.00,	35.00,	0.8883,	0.0009,	11.22,	0.03,	0.75,	0.01
20.00,	50.00,	40.00,	0.8809,	0.0009,	12.12,	0.03,	0.85,	0.01
20.00,	50.00,	60.00,	0.8971,	0.0006,	30.10,	0.12,	1.64,	0.01
20.00,	50.00,	80.00,	0.9082,	0.0004,	134.34,	0.34,	6.59,	0.03
20.00,	100.00,	-80.00,	-0.8975,	0.0003,	8.61,	0.04,	151.23,	0.45
20.00,	100.00,	-60.00,	-0.8926,	0.0007,	1.27,	0.01,	21.36,	0.06
20.00,	100.00,	-40.00,	-0.8509,	0.0012,	0.84,	0.01,	9.16,	0.03
20.00,	100.00,	-35.00,	-0.8539,	0.0013,	0.76,	0.01,	8.17,	0.02
20.00,	100.00,	-30.00,	-0.8518,	0.0013,	0.79,	0.01,	8.43,	0.02
20.00,	100.00,	-25.00,	-0.8759,	0.0011,	0.78,	0.01,	10.06,	0.02
20.00,	100.00,	-20.00,	-0.9002,	0.0010,	0.76,	0.01,	11.95,	0.02
20.00,	100.00,	-15.00,	-0.8938,	0.0010,	0.84,	0.01,	12.52,	0.02
20.00,	100.00,	-10.00,	-0.8168,	0.0013,	1.37,	0.01,	11.73,	0.02
20.00,	100.00,	-7.50,	-0.6800,	0.0016,	2.48,	0.02,	11.47,	0.02
20.00,	100.00,	-5.00,	-0.3108,	0.0018,	6.31,	0.02,	11.19,	0.02
20.00,	100.00,	-2.50,	-0.0172,	0.0015,	10.60,	0.02,	10.77,	0.02
20.00,	100.00,	0.00,	0.1249,	0.0014,	12.77,	0.03,	9.92,	0.02
20.00,	100.00,	2.50,	0.2611,	0.0014,	13.64,	0.03,	8.08,	0.02
20.00,	100.00,	5.00,	0.5207,	0.0016,	14.19,	0.03,	4.70,	0.02
20.00,	100.00,	7.50,	0.7955,	0.0012,	14.78,	0.03,	1.83,	0.01
20.00,	100.00,	10.00,	0.8814,	0.0009,	15.22,	0.03,	1.07,	0.01
20.00,	100.00,	15.00,	0.9264,	0.0007,	16.06,	0.03,	0.70,	0.01
20.00,	100.00,	20.00,	0.9206,	0.0008,	14.79,	0.03,	0.69,	0.01
20.00,	100.00,	25.00,	0.9033,	0.0008,	12.79,	0.03,	0.73,	0.01
20.00,	100.00,	30.00,	0.8898,	0.0009,	11.00,	0.03,	0.72,	0.01
20.00,	100.00,	35.00,	0.8925,	0.0009,	10.90,	0.03,	0.69,	0.01
20.00,	100.00,	40.00,	0.8860,	0.0009,	11.99,	0.03,	0.80,	0.01
20.00,	100.00,	60.00,	0.8949,	0.0006,	26.02,	0.07,	1.47,	0.01
20.00,	100.00,	80.00,	0.9128,	0.0002,	201.56,	0.61,	9.71,	0.04
40.00,	5.00,	-80.00,	-0.6013,	0.0035,	1.30,	0.01,	4.98,	0.02
40.00,	5.00,	-60.00,	-0.5659,	0.0028,	1.87,	0.01,	6.19,	0.02
40.00,	5.00,	-40.00,	-0.4099,	0.0031,	2.66,	0.02,	5.76,	0.02
40.00,	5.00,	-35.00,	-0.3670,	0.0031,	2.92,	0.02,	5.67,	0.02
40.00,	5.00,	-30.00,	-0.3191,	0.0032,	3.25,	0.02,	5.59,	0.02
40.00,	5.00,	-25.00,	-0.2712,	0.0032,	3.60,	0.02,	5.53,	0.02
40.00,	5.00,	-20.00,	-0.2068,	0.0033,	4.04,	0.02,	5.41,	0.02
40.00,	5.00,	-15.00,	-0.1256,	0.0033,	4.63,	0.02,	5.24,	0.02
40.00,	5.00,	-10.00,	-0.0337,	0.0033,	5.30,	0.02,	4.99,	0.02
40.00,	5.00,	-7.50,	0.0133,	0.0033,	5.60,	0.02,	4.84,	0.02
40.00,	5.00,	-5.00,	0.0668,	0.0032,	6.00,	0.02,	4.68,	0.02
40.00,	5.00,	-2.50,	0.1181,	0.0032,	6.34,	0.02,	4.48,	0.02
40.00,	5.00,	0.00,	0.1764,	0.0032,	6.71,	0.02,	4.22,	0.02
40.00,	5.00,	2.50,	0.2257,	0.0031,	7.03,	0.02,	4.03,	0.02
40.00,	5.00,	5.00,	0.2875,	0.0030,	7.45,	0.03,	3.76,	0.02
40.00,	5.00,	7.50,	0.3320,	0.0029,	7.70,	0.02,	3.56,	0.02
40.00,	5.00,	10.00,	0.3810,	0.0028,	8.00,	0.02,	3.31,	0.02
40.00,	5.00,	15.00,	0.4502,	0.0027,	8.35,	0.02,	2.95,	0.02
40.00,	5.00,	20.00,	0.5094,	0.0026,	8.56,	0.02,	2.60,	0.01
40.00,	5.00,	25.00,	0.5531,	0.0025,	8.74,	0.02,	2.35,	0.01
40.00,	5.00,	30.00,	0.5895,	0.0024,	8.85,	0.02,	2.13,	0.01
40.00,	5.00,	35.00,	0.6212,	0.0023,	8.99,	0.02,	1.95,	0.01
40.00,	5.00,	40.00,	0.6457,	0.0022,	9.10,	0.02,	1.81,	0.01
40.00,	5.00,	60.00,	0.7475,	0.0019,	9.95,	0.03,	1.32,	0.01
40.00,	5.00,	80.00,	0.7667,	0.0025,	7.88,	0.03,	0.93,	0.01
40.00,	10.00,	-80.00,	-0.7278,	0.0021,	2.24,	0.02,	14.44,	0.05
40.00,	10.00,	-60.00,	-0.6779,	0.0019,	2.95,	0.02,	15.27,	0.04
40.00,	10.00,	-40.00,	-0.5889,	0.0023,	3.23,	0.02,	11.57,	0.03
40.00,	10.00,	-35.00,	-0.5647,	0.0024,	3.38,	0.02,	11.04,	0.03
40.00,	10.00,	-30.00,	-0.5343,	0.0025,	3.61,	0.02,	10.61,	0.03
40.00,	10.00,	-25.00,	-0.4862,	0.0027,	4.08,	0.03,	10.34,	0.03
40.00,	10.00,	-20.00,	-0.4182,	0.0028,	4.76,	0.03,	9.99,	0.03
40.00,	10.00,	-15.00,	-0.3182,	0.0030,	5.73,	0.03,	9.59,	0.03
40.00,	10.00,	-10.00,	-0.1803,	0.0031,	7.15,	0.03,	8.90,	0.03
40.00,	10.00,	-7.50,	-0.0922,	0.0031,	8.09,	0.04,	8.50,	0.03
40.00,	10.00,	-5.00,	-0.0055,	0.0030,	9.02,	0.04,	8.06,	0.03
40.00,	10.00,	-2.50,	0.0924,	0.0030,	10.10,	0.04,	7.48,	0.03
40.00,	10.00,	0.00,	0.1896,	0.0029,	11.16,	0.04,	6.89,	0.03
40.00,	10.00,	2.50,	0.2794,	0.0028,	12.09,	0.04,	6.27,	0.03
40.00,	10.00,	5.00,	0.3585,	0.0027,	12.88,	0.04,	5.68,	0.02
40.00,	10.00,	7.50,	0.4345,	0.0026,	13.62,	0.04,	5.05,	0.02
40.00,	10.00,	10.00,	0.5006,	0.0025,	14.24,	0.04,	4.48,	0.02
40.00,	10.00,	15.00,	0.6009,	0.0022,	15.26,	0.04,	3.66,	0.02
40.00,	10.00,	20.00,	0.6650,	0.0020,	15.77,	0.04,	3.06,	0.02
40.00,	10.00,	25.00,	0.7052,	0.0018,	16.18,	0.04,	2.71,	0.02
40.00,	10.00,	30.00,	0.7307,	0.0017,	16.65,	0.04,	2.49,	0.02
40.00,	10.00,	35.00,	0.7457,	0.0016,	17.37,	0.04,	2.40,	0.02
40.00,	10.00,	40.00,	0.7634,	0.0015,	18.21,	0.05,	2.30,	0.01
40.00,	10.00,	60.00,	0.8134,	0.0012,	24.17,	0.06,	2.28,	0.01
40.00,	10.00,	80.00,	0.8378,	0.0014,	23.58,	0.07,	1.84,	0.01
40.00,	50.00,	-80.00,	-0.8791,	0.0006,	5.95,	0.03,	90.33,	0.22
